LEDGER_COUNTRY_NAME;国名;Country;;;;;;;;;;;x;;;;
LEDGER_COUNTRY_MILSCORE;军事点;Military Score;;;;;;;;;;;x;;;;
LEDGER_COUNTRY_INDSCORE;工业点;Industrial Score;;;;;;;;;;;x;;;;
LEDGER_COUNTRY_PRESTIGE;威信;Prestige;;;;;;;;;;;x;;;;
LEDGER_COUNTRY_TOTALSCORE;总合点;Total Score;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_1;$ACTOR$;$ACTOR$;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_2;$MONARCHTITLE$、$ACTOR$が、;$MONARCHTITLE$, $ACTOR$;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_3;我が国との;broke their Alliance with;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_4;同盟を破弃しました。;us;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_5;*;*;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_6;*;*;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELALLIANCE_WE_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_1;$ACTOR$;$ACTOR$;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_2;$MONARCHTITLE$、$ACTOR$が、;$MONARCHTITLE$, $ACTOR$ ;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_3;$RECIPIENT$との;broke their Alliance with;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_4;同盟を破弃しました。;$RECIPIENT$;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_5;*;*;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_6;*;*;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELALLIANCE_OTHER_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_2;$MONARCHTITLE$、良い知らせです。;$MONARCHTITLE$, we have good news;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_3;$RECIPIENT$は、;$RECIPIENT$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_4;我が国に对して;has decided to allow our troops Military Access.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_5;军事通行权を认めると决定しました。;*;;;;;;;;;;;;x;;;;
REMOVE_ASKMILITARYACCESS_THEY_ACCEPT_6;诟ほど、彼らと详细を取り决めます。;We will deal with them later.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_1;军事通行权に关する报告です。;Military Access.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_2;$MONARCHTITLE$、我が国は、;$MONARCHTITLE$, we have decided to allow;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_3;$ACTOR$に对して;$ACTOR$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_4;领土内の军事通行权を认めると决定しました。;Military Access to our country.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_5;彼らにとってこの军事通行权が有益な限り、;*;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_6;彼らは我が国を攻击しないでしょう。;As long as we remain useful, they won't attack us.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_1;$ACTOR$;$ACTOR$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_2;$MONARCHTITLE$、;$MONARCHTITLE$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_3;$RECIPIENT$が、;$RECIPIENT$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_4;$ACTOR$に对して;now grants Military Access to;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_5;军事通行权を认めました。;$ACTOR$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_6;このことが、重大な事态を引き越すかもしれません。;This may be a significant development.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;
ASKMILITARYACCESS_OTHER_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_2;$MONARCHTITLE$、;$MONARCHTITLE$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_3;$RECIPIENT$は、;$RECIPIENT$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_4;けしからん事に、我が国の行った;has outrageously refused to grant us Military Access;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_5;军事通行权要请を拒否しました;*;;;;;;;;;;;;x;;;;
REMOVE_ASKMILITARYACCESS_THEY_DECLINE_6;何としても、我が国は军事通行权を手に入れなければなりません;We must have those rights, one way or the other;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_THEY_DECLINE_BTN3;确认;Goto;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_1;军事通行权に关する报告です。;Military Access.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_2;$MONARCHTITLE$、当然のことですが、;$MONARCHTITLE$, we have, of course, declined the request by ;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_3;我苘は;$ACTOR$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_4;$ACTOR$の行った;for Military Access.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_5;军事通行权要请を拒否しました。;*;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_6;我が国に、かの国の好意など不要です。;We have no need for their good will.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_WE_DECLINE_BTN3;确认;Goto;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_2;$MONARCHTITLE$、;$MONARCHTITLE$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_3;$RECIPIENT$は、;$RECIPIENT$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_4;$ACTOR$の行った;refuses to grant Military Access to;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_5;军事通行权要请を拒否しました。;$ACTOR$;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_6;かの国の稚拙な外交手腕には笑ってしまいます。;We laugh at their inferior diplomatic skills.;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
ASKMILITARYACCESS_OTHER_DECLINE_BTN3;确认;Goto;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_1;$ACTOR$;$ACTOR$;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_2;$MONARCHTITLE$、我苘は、我が国の领土をうろつく、;$MONARCHTITLE$, we have grown tired of the foul presence of the troops of ;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_3;污らわしい$RECIPIENT$兵の姿に饱き饱きしていました。;$RECIPIENT$;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_4;そこで、我苘はかの国に气前良く与えていた军事通行权を;on our soil so we have cancelled the Military Access they were so generously given;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_5;取り消してやりました。;*;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_6;この决定に、$ACTOR$の人苘は喜んでいます。;The people of $ACTOR$ rejoice at the news.;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_THEY_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_1;$ACTOR$;$ACTOR$;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_2;$MONARCHTITLE$、けしからん事に、;$MONARCHTITLE$ we are outraged to discover that ;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_3;我苘が气前良く军事通行权を与えていた$ACTOR$が、;$ACTOR$;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_4;军事通行权を返上してきました。;has cancelled the Military Access they have generously been given by us.;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_5;*;*;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_6;我が国は、かの国を叩きのめすべきかもしれません。;Although we should really have beaten them to it.;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_WE_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_1;$ACTOR$;$ACTOR$;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_2;$MONARCHTITLE$、;$MONARCHTITLE$;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_3;$ACTOR$は、;$ACTOR$;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_4;$RECIPIENT$から与えられていた军事通行权を;has cancelled the Military Access they have been given by;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_5;返上しました;$RECIPIENT$;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_6;面白い事态になるかもしれませんね。この事态から利益を得ることができるかも...;Looks like trouble is brewing. We could profit from this.;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
CANCELASKMILITARYACCESS_OTHER_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_2;$MONARCHTITLE$、惊くような话ではありませんが、;$MONARCHTITLE$, we are not surprised to learn that;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_3;$RECIPIENT$が我苘との军事同盟を遵守し、;$RECIPIENT$;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_4;$VERSUS$に对して宣战を布告しました。;has honoured our Military Alliance and joined our invincible armies in declaring war on;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_5;彼らは今や、我が国の无敌军とともに、;$VERSUS$;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_6;$TARGETLIST$と战端を开こうとしています。;They are now at war with $TARGETLIST$.;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_BTN1;素晴らしい！;Great!;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_BTN2;素晴らしい！;Great!;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_THEY_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_1;军事同盟遵守。;Military Alliance Honoured.;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_2;$MONARCHTITLE$、我苘は、;$MONARCHTITLE$, we have decided that;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_3;$VERSUS$と开战した;$ACTOR$;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_4;$ACTOR$について、;is only just worthy of our support in their war against;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_5;支援を行う价值があると考えます。;$VERSUS$;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_6;我が国は今や、$TARGETLIST$と战端を开こうとしています。;We are now at war with $TARGETLIST$.;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_WE_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_2;;$MONARCHTITLE$、$RECIPIENT$は、;$MONARCHTITLE$, $RECIPIENT$ have honoured their;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_3;$ACTOR$との;MILITARY ALLIANCE;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_4;军事同盟を遵守するようです。;with;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_5;*;$ACTOR$;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_6;かの国は今や、$TARGETLIST$と战端を开こうとしています。;They are now at war with $TARGETLIST$.;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
REMOVE_CALLALLY_OTHER_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_2;$MONARCHTITLE$、;$MONARCHTITLE$;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_3;俚切り者の$RECIPIENT$が、;The traitorous $RECIPIENT$;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_4;我苘の正当で崇高な战争に参战することを拒否しました。;have refused join us in our just and noble war.;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_5;我苘は、诟で连中に、この俚切りの报いを味わわせてやるべきでしょう。;We will deal with this stab in the back later.;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_6;この行为はまったく怆ずべき振舞いであり、我苘は长くこの事を记忆しておくべきです。;This is exactly the kind of dishonourable behaviour we shall take a long time to forget.;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
CALLALLY_THEY_DECLINE_BTN3;确认;Goto;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_1;军事同盟不履行。;Military Alliance Dishonoured.;;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_2;$MONARCHTITLE$、我苘は、;$MONARCHTITLE$, we have decided that the war declared by;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_3;今回$ACTOR$が始めた战争に、;$ACTOR$;;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_4;我が国が参战する利益はまったくないと考えます。;is not really in our interest at this time;;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_5;*;*;;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_6;我が国の国益を考えれば、彼らには、自力で战うよう传えるべきでしょう。;We have taken great delight in telling them that they are on their own for this war.;;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_BTN1;OK;Ok;;;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
CALLALLY_WE_DECLINE_BTN3;确认;Goto;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_2;$MONARCHTITLE$、$RECIPIENT$は、;$MONARCHTITLE$, $RECIPIENT$ have dishonoured their;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_3;$ACTOR$との;MILITARY ALLIANCE;;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_4;军事同盟を;with;;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_5;履行しませんでした。;$ACTOR$;;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_6;莫迦ですな！连中が分裂してくれれば、我が军の胜利が早まるだけです。;Fools!, The more divided they are the quicker they fall to our might.;;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_BTN1;$RECIPIENT$は、对$TARGETLIST$战争において、$ACTOR$侧で参战することを拒否しました。;$RECIPIENT$ refused to join $ACTOR$s war against $TARGETLIST$.;;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_BTN2;OK;Ok;;;;;;;;;;;;;x;;;;
CALLALLY_OTHER_DECLINE_BTN3;确认;Goto;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_ACCEPT_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_ACCEPT_2;$MONARCHTITLE$、我苘は、我が国の野望を实现させるため、;$MONARCHTITLE$, in order to further our goals, we have decided that the troops of;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_ACCEPT_3;$RECIPIENT$に对して、;$RECIPIENT$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_ACCEPT_4;我が国の军事通行权を与えるべきだと考えます。;should be allowed Military Access to our nation.;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_ACCEPT_5;*;*;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_ACCEPT_6;我苘は、彼らの战力が无意味な战争で磨り溃されることを望みます。;We hope they all perish in a pointless war.;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_ACCEPT_BTN1;OK;OK;;;;;;;;;;;;x;;;
GIVEMILITARYACCESS_THEY_ACCEPT_BTN2;OK;OK;;;;;;;;;;;;x;;;
GIVEMILITARYACCESS_THEY_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_ACCEPT_HEADER;$MESSENGER$;$MESSENGER$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_ACCEPT_1;军事通行权に关する报告です。;Military Access.;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_ACCEPT_2;$MONARCHTITLE$、我が军の精强さに恐れをなした;$MONARCHTITLE$, out of fear of our mighty armies;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_ACCEPT_3;$ACTOR$は、;$ACTOR$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_ACCEPT_4;我苘に对し、军事通行权を提案してきました。;has offered us Military Access which we have decided to accept.;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_ACCEPT_5;これに对し、我苘はこの提案を受け入れました。;*;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_ACCEPT_6;彼らが自分たちの立场をわきまえ续けることを望みましょう。;Let us hope they remember their place;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_ACCEPT_BTN1;OK;OK;;;;;;;;;;;;x;;;
GIVEMILITARYACCESS_WE_ACCEPT_BTN2;OK;OK;;;;;;;;;;;;x;;;
GIVEMILITARYACCESS_WE_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_1;$ACTOR$;$ACTOR$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_2;$MONARCHTITLE$、;$MONARCHTITLE$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_3;$RECIPIENT$は、;$RECIPIENT$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_4;$ACTOR$の行った;have accepted Military Access offered by;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_5;军事通行权提案を受け入れました。;$ACTOR$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_6;通常、$ACTOR$のような小国の行动は、我苘の兴味をひかないのですが...;The actions of such minor states as $ACTOR$ are usually beneath our notice.;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_BTN1;OK;OK;;;;;;;;;;;;x;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_BTN2;OK;OK;;;;;;;;;;;;x;;;
GIVEMILITARYACCESS_OTHER_ACCEPT_BTN3;确认;Goto;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_DECLINE_HEADER;外务大臣报告;The Foreign Minister reports;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_DECLINE_1;$RECIPIENT$;$RECIPIENT$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_DECLINE_2;$MONARCHTITLE$、惊いた事に、;$MONARCHTITLE$ we were surprised to learn that ;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_DECLINE_3;$RECIPIENT$は、;$RECIPIENT$;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_DECLINE_4;我が国の气前良い军事通行权提案を拒否しました。;has somehow refused our generous offer of Military Access.;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_DECLINE_5;*;*;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_DECLINE_6;我が国は、彼らを我が方に取り钇むため、别の方法を模索するべきでしょう。;We will need to try to find another means of snaring them in our web.;;;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_THEY_DECLINE_BTN1;OK;OK;;;;;;;;;;;;x;;;
GIVEMILITARYACCESS_THEY_DECLINE_BTN2;OK;OK;;;;;;;;;;;;x;;;
GIVEMILITARYACCESS_THEY_DECLINE_BTN3;确认;Goto;;;;;;;;;;x;;;;
GIVEMILITARYACCESS_WE_DECLINE_HEADER;$MESSENGER$;$MESSENGER$;;;;;;;;;;;;x;;;;
